publisher_name,country,contact_email
Crédit communal,Unknown,contact@crditcommunal.com
Intereurope,Unknown,contact@intereurope.com
Rizzoli,Unknown,contact@rizzoli.com
International Labour Organisation,Unknown,contact@internationallabourorganisation.com
T. & T. Clark,Unknown,contact@ttclark.com
S. Roderer,Unknown,contact@sroderer.com
Krause Publications,Unknown,contact@krausepublications.com
Okeanida,Unknown,contact@okeanida.com
St. Benno Verlag Gmbh,Unknown,contact@stbennoverlaggmbh.com
Dark Horse Comics,Unknown,contact@darkhorsecomics.com
University of Queensland Press,Unknown,contact@universityofqueenslandpress.com
Zhong gong dang shi chu ban she,Unknown,contact@zhonggongdangshichubanshe.com
Civitas,Unknown,contact@civitas.com
Hebei jiao yu chu ban she,Unknown,contact@hebeijiaoyuchubanshe.com
Crane Russak,Unknown,contact@cranerussak.com
Åbo Akademi,Unknown,contact@aboakademi.com
Balboa Press,Unknown,contact@balboapress.com
VinLoft & AniQ M LLC,Unknown,contact@vinloftaniqmllc.com
Institute of Physics Publishing,Unknown,contact@instituteofphysicspublishing.com
American Medical Publishers,Unknown,contact@americanmedicalpublishers.com
Kaléidoscope,Unknown,contact@kalidoscope.com
Gürze Books,Unknown,contact@gurzebooks.com
TrueLake Holdings Limited,Unknown,contact@truelakeholdingslimited.com
Williams and Norgate,Unknown,contact@williamsandnorgate.com
Rheinwerk Publishing Inc.,Unknown,contact@rheinwerkpublishinginc.com
Army Heritage Center Foundation,Unknown,contact@armyheritagecenterfoundation.com
Greenhaven Publishing LLC,Unknown,contact@greenhavenpublishingllc.com
Tata McGraw-Hill,Unknown,contact@tatamcgrawhill.com
Little Brown & Co (T),Unknown,contact@littlebrowncot.com
PARAGON,Unknown,contact@paragon.com
Edition Lammerhuber,Unknown,contact@editionlammerhuber.com
International Thomson Publishing,Unknown,contact@internationalthomsonpublishing.com
Plutón Ediciones,Unknown,contact@plutnediciones.com
Amber,Unknown,contact@amber.com
EDITORIAL CCS,Unknown,contact@editorialccs.com
Great Minds,Unknown,contact@greatminds.com
Bearport Publishing Company  Incorporated,Unknown,contact@bearportpublishingcompanyincorporated.com
Schnell und Steiner GmbH  Verlag,Unknown,contact@schnellundsteinergmbhverlag.com
Assetdigital,Unknown,contact@assetdigital.com
Askild & Kärnekull,Unknown,contact@askildkarnekull.com
Churchill,Unknown,contact@churchill.com
Lost Coast Press,Unknown,contact@lostcoastpress.com
"Irfon",Unknown,contact@irfon.com
Centauria,Unknown,contact@centauria.com
Thames & Hudson Ltd,Unknown,contact@thameshudsonltd.com
Rigby,Unknown,contact@rigby.com
Fordham University Press,Unknown,contact@fordhamuniversitypress.com
Hogrefe & Huber Publishers,Unknown,contact@hogrefehuberpublishers.com
Dabel Brothers Productions,Unknown,contact@dabelbrothersproductions.com
Juan de La Cuesta-Hispanic Monographs,Unknown,contact@juandelacuestahispanicmonographs.com
Maplink,Unknown,contact@maplink.com
Wydawn. Nauk. WSP,Unknown,contact@wydawnnaukwsp.com
Barnes & Noble Books,Unknown,contact@barnesnoblebooks.com
Que,Unknown,contact@que.com
Arizona Historical Foundation,Unknown,contact@arizonahistoricalfoundation.com
Energy Institute,Unknown,contact@energyinstitute.com
Salem Ridge Press,Unknown,contact@salemridgepress.com
Gaunt,Unknown,contact@gaunt.com
Quick Source,Unknown,contact@quicksource.com
Cross Publishing Company,Unknown,contact@crosspublishingcompany.com
John Benjamins Publishing Co,Unknown,contact@johnbenjaminspublishingco.com
Wan xiang tu shu gu fen you xian gong si,Unknown,contact@wanxiangtushugufenyouxiangongsi.com
Financial Analysts Res Fndtn,Unknown,contact@financialanalystsresfndtn.com
Stylus,Unknown,contact@stylus.com
Fortune 27 Resources,Unknown,contact@fortuneresources.com
Lit,Unknown,contact@lit.com
Hua wen chu ban she,Unknown,contact@huawenchubanshe.com
Prideaux Press,Unknown,contact@prideauxpress.com
Statens raad för byggnadsforskning,Unknown,contact@statensraadforbyggnadsforskning.com
Gibbings,Unknown,contact@gibbings.com
Jāmiʻat al-Qāhirah  Kullīyat al-Iqtiṣād wa-al-ʻUlūm al-Siyāsīyah  Markaz al-Buḥūth wa-al-Dirāsāt al-Siyāsīyah,Unknown,contact@jmiatalqhirahkullyataliqtidwaalulmalsiysyahmarkazalbuthwaaldirstalsiysyah.com
Documentary Media,Unknown,contact@documentarymedia.com
Ucheakonam Foundation (Nig.) Ltd,Unknown,contact@ucheakonamfoundationnigltd.com
Penguin Viking,Unknown,contact@penguinviking.com
Arcadia Publishing (SC),Unknown,contact@arcadiapublishingsc.com
Serre,Unknown,contact@serre.com
Retro Inc Books,Unknown,contact@retroincbooks.com
Pocket Books,Unknown,contact@pocketbooks.com
The MIT Press,Unknown,contact@themitpress.com
Universitätsverlag Göttingen,Unknown,contact@universittsverlaggttingen.com
Kehrer Verlag Heidelberg  Klaus Kehrer,Unknown,contact@kehrerverlagheidelbergklauskehrer.com
Schulthess Polygraphischer Verlag,Unknown,contact@schulthesspolygraphischerverlag.com
Editorial Costa Rica,Unknown,contact@editorialcostarica.com
Savastis,Unknown,contact@savastis.com
Brand: Loose Id  LLC,Unknown,contact@brandlooseidllc.com
Lulu Publishing Services,Unknown,contact@lulupublishingservices.com
Éd. J'ai lu,Unknown,contact@djailu.com
Free Spirit Publishing Inc.,Unknown,contact@freespiritpublishinginc.com
University of Arizona Press,Unknown,contact@universityofarizonapress.com
Sonia Draga,Unknown,contact@soniadraga.com
Jiu zhou chu ban she,Unknown,contact@jiuzhouchubanshe.com
SAGE Publications  Incorporated,Unknown,contact@sagepublicationsincorporated.com
Editorial Ivrea,Unknown,contact@editorialivrea.com
Faber and Faber,Unknown,contact@faberandfaber.com
Qazaq universitetī,Unknown,contact@qazaquniversitet.com
Mendrisio Academy Press,Unknown,contact@mendrisioacademypress.com
Al-Hidaayah Pub. and Distribution,Unknown,contact@alhidaayahpubanddistribution.com
Retz,Unknown,contact@retz.com
Breedon Books Publishing Co Ltd,Unknown,contact@breedonbookspublishingcoltd.com
Marcial Pons Ediciones Jurídicas y Sociales  S.A.,Unknown,contact@marcialponsedicionesjurdicasysocialessa.com
Dār al-Thaqāfah,Unknown,contact@dralthaqfah.com
Fingers Of Steel,Unknown,contact@fingersofsteel.com
Harcourt Brace,Unknown,contact@harcourtbrace.com
Bo yang wen hua,Unknown,contact@boyangwenhua.com
Huang shan shu she,Unknown,contact@huangshanshushe.com
Worldwide Spark Publish,Unknown,contact@worldwidesparkpublish.com
Burial Day Books,Unknown,contact@burialdaybooks.com
Ediciones Nuevos Tiempos,Unknown,contact@edicionesnuevostiempos.com
Leonardo arte,Unknown,contact@leonardoarte.com
Putnam Publishing Group  The,Unknown,contact@putnampublishinggroupthe.com
Benchmark Books (NY),Unknown,contact@benchmarkbooksny.com
Zondervan Publishing Company,Unknown,contact@zondervanpublishingcompany.com
University of South Carolina Press,Unknown,contact@universityofsouthcarolinapress.com
Union des municipalites du Quebec,Unknown,contact@uniondesmunicipalitesduquebec.com
Academia Internacional de Direito e Economia,Unknown,contact@academiainternacionaldedireitoeeconomia.com
HarperCollins Audio,Unknown,contact@harpercollinsaudio.com
Macmillan Publishing Co.,Unknown,contact@macmillanpublishingco.com
Worth Publishers,Unknown,contact@worthpublishers.com
August House Pub Inc,Unknown,contact@augusthousepubinc.com
Firefly Books,Unknown,contact@fireflybooks.com
WIT Press / Computational Mechanics,Unknown,contact@witpresscomputationalmechanics.com
Cole Group,Unknown,contact@colegroup.com
Smolensk (Moscow),Unknown,contact@smolenskmoscow.com
Organization for Economic Co-operation and Development (OECD),Unknown,contact@organizationforeconomiccooperationanddevelopmentoecd.com
Santillana Pub Co,Unknown,contact@santillanapubco.com
Midwest Pub Co,Unknown,contact@midwestpubco.com
Dept. of Government  University of Essex,Unknown,contact@deptofgovernmentuniversityofessex.com
Wu zhou chuan bo chu ban she,Unknown,contact@wuzhouchuanbochubanshe.com
F.B. Rothman,Unknown,contact@fbrothman.com
Ediciones A. Ubago,Unknown,contact@edicionesaubago.com
Canadian Policy Research Networks,Unknown,contact@canadianpolicyresearchnetworks.com
Polirom,Unknown,contact@polirom.com
Vyšehrad,Unknown,contact@vyehrad.com
the Council,Unknown,contact@thecouncil.com
Little  Brown & Co,Unknown,contact@littlebrownco.com
Ontario Bar Association  Continuing Legal Education,Unknown,contact@ontariobarassociationcontinuinglegaleducation.com
ORION-HEIMREITER-VERLAG,Unknown,contact@orionheimreiterverlag.com
BBC Books,Unknown,contact@bbcbooks.com
Huang guan wen hua chu ban you xian gong si,Unknown,contact@huangguanwenhuachubanyouxiangongsi.com
Bethany House,Unknown,contact@bethanyhouse.com
Lothrop  Lee & Shepard Books,Unknown,contact@lothropleeshepardbooks.com
Justin Glanville,Unknown,contact@justinglanville.com
Sirius,Unknown,contact@sirius.com
Bedford/St. Martin's,Unknown,contact@bedfordstmartins.com
Editorial Milenio,Unknown,contact@editorialmilenio.com
Pearson Education Australia,Unknown,contact@pearsoneducationaustralia.com
Gakken Plus Co.  Ltd.,Unknown,contact@gakkenpluscoltd.com
Oxford University Press India,Unknown,contact@oxforduniversitypressindia.com
Les Éditions de Minuit,Unknown,contact@lesditionsdeminuit.com
Coiscéim,Unknown,contact@coiscim.com
ESA Publications Division,Unknown,contact@esapublicationsdivision.com
Beijing da xue chu ban she,Unknown,contact@beijingdaxuechubanshe.com
Kruseman,Unknown,contact@kruseman.com
Keyes Canyon Press,Unknown,contact@keyescanyonpress.com
Timas Cocuk,Unknown,contact@timascocuk.com
Egmont Books  Limited,Unknown,contact@egmontbookslimited.com
Business Expert Press,Unknown,contact@businessexpertpress.com
International Labour Organisation (ILO),Unknown,contact@internationallabourorganisationilo.com
Pro Hub  Amazon,Unknown,contact@prohubamazon.com
MoonBooks  The,Unknown,contact@moonbooksthe.com
Book*hug,Unknown,contact@bookhug.com
Chamberlain Publications (Wicca Shorts),Unknown,contact@chamberlainpublicationswiccashorts.com
Paw Prints Publishing,Unknown,contact@pawprintspublishing.com
Biteback Publishing,Unknown,contact@bitebackpublishing.com
Narr Francke Attempto,Unknown,contact@narrfranckeattempto.com
Taewŏn Ssiai,Unknown,contact@taewnssiai.com
Marin Poetry Center Press,Unknown,contact@marinpoetrycenterpress.com
FLACSO,Unknown,contact@flacso.com
South-Western College/West,Unknown,contact@southwesterncollegewest.com
Editora Regional de Extremadura,Unknown,contact@editoraregionaldeextremadura.com
Generalitat Valenciana,Unknown,contact@generalitatvalenciana.com
Sourcebooks  Incorporated,Unknown,contact@sourcebooksincorporated.com
Sydney University Press,Unknown,contact@sydneyuniversitypress.com
Laura Vinogradov,Unknown,contact@lauravinogradov.com
Вид-во ПАІС,Unknown,contact@.com
Kind & Create  LLC,Unknown,contact@kindcreatellc.com
Eye Books,Unknown,contact@eyebooks.com
Barghest Press Publishing,Unknown,contact@barghestpresspublishing.com
Growbag Publishing,Unknown,contact@growbagpublishing.com
Qaraqalpaqstan,Unknown,contact@qaraqalpaqstan.com
Berlin-Krimi-Verlag,Unknown,contact@berlinkrimiverlag.com
Ministerio de la Presidencia  Segunda Vicepresidencia de la República  Programa Reforma Integral de Pensiones,Unknown,contact@ministeriodelapresidenciasegundavicepresidenciadelarepublicaprogramareformaintegraldepensiones.com
Yearling,Unknown,contact@yearling.com
Southern Illinois University,Unknown,contact@southernillinoisuniversity.com
Porcepic Books,Unknown,contact@porcepicbooks.com
Chatham House Publishers,Unknown,contact@chathamhousepublishers.com
Mainstream Publishing,Unknown,contact@mainstreampublishing.com
Upcm,Unknown,contact@upcm.com
Blackwell Science,Unknown,contact@blackwellscience.com
British Museum Press,Unknown,contact@britishmuseumpress.com
Society for Computer Simulation International,Unknown,contact@societyforcomputersimulationinternational.com
Du Temps,Unknown,contact@dutemps.com
Sang-e-Meel Publications,Unknown,contact@sangemeelpublications.com
Presses de l'Université Laval,Unknown,contact@pressesdeluniversitelaval.com
Upstalsboom-Gesellschaft,Unknown,contact@upstalsboomgesellschaft.com
Guo shi guan,Unknown,contact@guoshiguan.com
Celtic Educational,Unknown,contact@celticeducational.com
O. Harrassowitz,Unknown,contact@oharrassowitz.com
Society of Biblical Literature,Unknown,contact@societyofbiblicalliterature.com
Adelphi Edizioni,Unknown,contact@adelphiedizioni.com
He ma wen hua,Unknown,contact@hemawenhua.com
Boxing Day Books,Unknown,contact@boxingdaybooks.com
New American Library,Unknown,contact@newamericanlibrary.com
Metropol,Unknown,contact@metropol.com
Square Fish,Unknown,contact@squarefish.com
Ediciones Cultura Hispánica  Instituto de Cooperación Iberoamericana,Unknown,contact@edicionesculturahispanicainstitutodecooperacioniberoamericana.com
Jiang su feng huang wen yi chu ban she,Unknown,contact@jiangsufenghuangwenyichubanshe.com
Furēberukan,Unknown,contact@furberukan.com
Barrington Stoke,Unknown,contact@barringtonstoke.com
Handspring Publishing Limited,Unknown,contact@handspringpublishinglimited.com
Sourcebooks Casablanca,Unknown,contact@sourcebookscasablanca.com
Archaeolingua,Unknown,contact@archaeolingua.com
Suomalaisen Kirjallisuuden Seura,Unknown,contact@suomalaisenkirjallisuudenseura.com
Znanje,Unknown,contact@znanje.com
Nauka,Unknown,contact@nauka.com
Publication PNo1 Bibliothek der Provinz,Unknown,contact@publicationpnobibliothekderprovinz.com
Mango Media,Unknown,contact@mangomedia.com
Spektrum Akademischer Verlag GmbH,Unknown,contact@spektrumakademischerverlaggmbh.com
Lushena Books,Unknown,contact@lushenabooks.com
BONUS,Unknown,contact@bonus.com
Packt Publishing,Unknown,contact@packtpublishing.com
Duncker & Humblot GmbH,Unknown,contact@dunckerhumblotgmbh.com
De Haan,Unknown,contact@dehaan.com
Editorial Comares,Unknown,contact@editorialcomares.com
CAA,Unknown,contact@caa.com
Dār al-Nahḍah al-ʻArabīyah lil-Nashr wa-al-Tawzīʻ,Unknown,contact@dralnahahalarabyahlilnashrwaaltawz.com
František Skála,Unknown,contact@frantiekskla.com
Sloper,Unknown,contact@sloper.com
Dār Dajlah,Unknown,contact@drdajlah.com
Denlinger's,Unknown,contact@denlingers.com
Borealis Press,Unknown,contact@borealispress.com
syueisha,Unknown,contact@syueisha.com
IC Editorial,Unknown,contact@iceditorial.com
Great American Opportunities  Inc.,Unknown,contact@greatamericanopportunitiesinc.com
Penguin Random House Grupo Editorial,Unknown,contact@penguinrandomhousegrupoeditorial.com
Rethink Press  Limited,Unknown,contact@rethinkpresslimited.com
Clairview Books,Unknown,contact@clairviewbooks.com
Finnish Zoological and Botanical Publishing Board,Unknown,contact@finnishzoologicalandbotanicalpublishingboard.com
Warm-Soft Village Press,Unknown,contact@warmsoftvillagepress.com
Mybook,Unknown,contact@mybook.com
E. Nagler,Unknown,contact@enagler.com
Hillsboro Press,Unknown,contact@hillsboropress.com
La Charte,Unknown,contact@lacharte.com
House to House Heart to Heart Publishing  Incorporated,Unknown,contact@housetohousehearttoheartpublishingincorporated.com
Societe d'edition Les Belles lettres,Unknown,contact@societededitionlesbelleslettres.com
John Murray General Publishing Division,Unknown,contact@johnmurraygeneralpublishingdivision.com
Book Sales,Unknown,contact@booksales.com
Michigan State University Press,Unknown,contact@michiganstateuniversitypress.com
BIGZ,Unknown,contact@bigz.com
Focus Publishing/R.Pullins Co.,Unknown,contact@focuspublishingrpullinsco.com
VDI Verlag,Unknown,contact@vdiverlag.com
Harper Paperbacks,Unknown,contact@harperpaperbacks.com
Alianza,Unknown,contact@alianza.com
Dellen Pub. Co,Unknown,contact@dellenpubco.com
Allyn & Bacon,Unknown,contact@allynbacon.com
Mel Bay,Unknown,contact@melbay.com
Steck Vaughn,Unknown,contact@steckvaughn.com
Defense for Children Intl USA,Unknown,contact@defenseforchildrenintlusa.com
National Conference of State Legislatures,Unknown,contact@nationalconferenceofstatelegislatures.com
Children's Society  The,Unknown,contact@childrenssocietythe.com
Huber  Bern,Unknown,contact@huberbern.com
Altea S a Ediciones,Unknown,contact@alteasaediciones.com
Century Hutchinson,Unknown,contact@centuryhutchinson.com
Novalis,Unknown,contact@novalis.com
Red Sea Press,Unknown,contact@redseapress.com
Collins Publishers Australia,Unknown,contact@collinspublishersaustralia.com
Audit Commission,Unknown,contact@auditcommission.com
CTCL/CACUL  Canadian Library Association,Unknown,contact@ctclcaculcanadianlibraryassociation.com
Da Liang,Unknown,contact@daliang.com
Hōritsu Bunkasha,Unknown,contact@hritsubunkasha.com
Wiese Verlag,Unknown,contact@wieseverlag.com
Oriel Mostyn,Unknown,contact@orielmostyn.com
Russkiĭ Mir,Unknown,contact@russkimir.com
Bureau of National Affairs,Unknown,contact@bureauofnationalaffairs.com
Wikālat al-Ṣiḥāfah al-ʻArabīyah,Unknown,contact@wiklatalifahalarabyah.com
Macfadden-Bartell Corp.,Unknown,contact@macfaddenbartellcorp.com
The Royal Society of Medicine Press,Unknown,contact@theroyalsocietyofmedicinepress.com
Hibru Pob. omp.,Unknown,contact@hibrupobomp.com
Fulcrum Pub.,Unknown,contact@fulcrumpub.com
Trea,Unknown,contact@trea.com
Edward Elgar Pub,Unknown,contact@edwardelgarpub.com
New York Review Books,Unknown,contact@newyorkreviewbooks.com
Lernerclassroom,Unknown,contact@lernerclassroom.com
Night Shade,Unknown,contact@nightshade.com
Panini Comics,Unknown,contact@paninicomics.com
Rasānish-i Nuvīn,Unknown,contact@rasnishinuvn.com
Grafis,Unknown,contact@grafis.com
Blurb  Incorporated,Unknown,contact@blurbincorporated.com
Whole Person Associates  Incorporated,Unknown,contact@wholepersonassociatesincorporated.com
Alakarga,Unknown,contact@alakarga.com
Novedades Educativas,Unknown,contact@novedadeseducativas.com
RoutledgeCurzon,Unknown,contact@routledgecurzon.com
de Gruyter,Unknown,contact@degruyter.com
Spirits Voice LLC,Unknown,contact@spiritsvoicellc.com
Musée Europe,Unknown,contact@museeeurope.com
Wolters Kluwer Law & Business,Unknown,contact@wolterskluwerlawbusiness.com
Flyleaf Pub.,Unknown,contact@flyleafpub.com
LED,Unknown,contact@led.com
Business Books,Unknown,contact@businessbooks.com
A 2 Z Press LLC,Unknown,contact@azpressllc.com
Dell,Unknown,contact@dell.com
Raybaud,Unknown,contact@raybaud.com
Casimiro Libros,Unknown,contact@casimirolibros.com
Consejo Superior de Investigaciones Cientificas,Unknown,contact@consejosuperiordeinvestigacionescientificas.com
Pensódromo 21,Unknown,contact@pensdromo.com
BD KIDS,Unknown,contact@bdkids.com
Crescent Ink Publishing  LLC,Unknown,contact@crescentinkpublishingllc.com
Algonquin Young Readers,Unknown,contact@algonquinyoungreaders.com
Staten House,Unknown,contact@statenhouse.com
Schiller  Joseph,Unknown,contact@schillerjoseph.com
"Finansy i statistika",Unknown,contact@finansyistatistika.com
Gryphon House,Unknown,contact@gryphonhouse.com
Servicio de Publicaciones  Diputación Provincial de Málaga,Unknown,contact@serviciodepublicacionesdiputacionprovincialdemalaga.com
Edition Reichenberger,Unknown,contact@editionreichenberger.com
Cumberland House Publishing,Unknown,contact@cumberlandhousepublishing.com
Germinal,Unknown,contact@germinal.com
Golden books,Unknown,contact@goldenbooks.com
Hodder & Stoughton Educational Division,Unknown,contact@hodderstoughtoneducationaldivision.com
Jossey-Bass,Unknown,contact@josseybass.com
Ten Speed Pr,Unknown,contact@tenspeedpr.com
Editorial de la Universidad de Puerto Rico,Unknown,contact@editorialdelauniversidaddepuertorico.com
Zebra Publishing,Unknown,contact@zebrapublishing.com
Bossiney Books,Unknown,contact@bossineybooks.com
Sekkasha,Unknown,contact@sekkasha.com
Macchi Grupo Editor,Unknown,contact@macchigrupoeditor.com
N.al-Sh. Ibn Murad,Unknown,contact@nalshibnmurad.com
Asian Educational Services,Unknown,contact@asianeducationalservices.com
NFER,Unknown,contact@nfer.com
Andre Deutsch,Unknown,contact@andredeutsch.com
Canadian Institute for International Peace and Security,Unknown,contact@canadianinstituteforinternationalpeaceandsecurity.com
W. Fink,Unknown,contact@wfink.com
Oficyna Wydawnicza "Atut" - Wroclawskie Wydawnictwo Oswiatowe,Unknown,contact@oficynawydawniczaatutwroclawskiewydawnictwooswiatowe.com
Bergeron,Unknown,contact@bergeron.com
C.A. Tucker,Unknown,contact@catucker.com
Zhongguo wen lian chu ban gong si,Unknown,contact@zhongguowenlianchubangongsi.com
E.R. Fabre,Unknown,contact@erfabre.com
Arbeiderspers,Unknown,contact@arbeiderspers.com
Harper,Unknown,contact@harper.com
Wydawnictwo Literackie,Unknown,contact@wydawnictwoliterackie.com
Createspace,Unknown,contact@createspace.com
Ping zhuang ben chu ban you xian gong si,Unknown,contact@pingzhuangbenchubanyouxiangongsi.com
Canterbury Archaeological Trust,Unknown,contact@canterburyarchaeologicaltrust.com
Discovery Publisher,Unknown,contact@discoverypublisher.com
CEWE-Pool,Unknown,contact@cewepool.com
Lang Publishing  Incorporated  Peter,Unknown,contact@langpublishingincorporatedpeter.com
Penguin Books  Limited,Unknown,contact@penguinbookslimited.com
Fink,Unknown,contact@fink.com
Tellwell Talent,Unknown,contact@tellwelltalent.com
Zrzeszenie Kaszubsko-Pomorskie,Unknown,contact@zrzeszeniekaszubskopomorskie.com
Farrar Straus and Giroux,Unknown,contact@farrarstrausandgiroux.com
F. Cass,Unknown,contact@fcass.com
Vieweg Verlag  Friedr  & Sohn Verlagsgesellschaft mbH,Unknown,contact@viewegverlagfriedrsohnverlagsgesellschaftmbh.com
Bonechi,Unknown,contact@bonechi.com
Diamond Books,Unknown,contact@diamondbooks.com
Davies-Black,Unknown,contact@daviesblack.com
Ernst Klett Sprachen GmbH,Unknown,contact@ernstklettsprachengmbh.com
BM Publishing,Unknown,contact@bmpublishing.com
Ecademy Press Limited,Unknown,contact@ecademypresslimited.com
Éditions Amsterdam,Unknown,contact@ditionsamsterdam.com
Penalux,Unknown,contact@penalux.com
Éditions Alternatives,Unknown,contact@ditionsalternatives.com
WordMerchant Publications,Unknown,contact@wordmerchantpublications.com
Nottetempo,Unknown,contact@nottetempo.com
Cooper & Castelvecchi,Unknown,contact@coopercastelvecchi.com
Presses cite,Unknown,contact@pressescite.com
Grayson Books,Unknown,contact@graysonbooks.com
QUEBECOR,Unknown,contact@quebecor.com
Harlequin Ibérica  S.A.,Unknown,contact@harlequinibricasa.com
Editorial Edice,Unknown,contact@editorialedice.com
Onada Edicions SL,Unknown,contact@onadaedicionssl.com
McGraw-Hill Education/Purdue University (W.Lafayette),Unknown,contact@mcgrawhilleducationpurdueuniversitywlafayette.com
Golden  Paullett,Unknown,contact@goldenpaullett.com
Oxford Publishing,Unknown,contact@oxfordpublishing.com
Philo Press,Unknown,contact@philopress.com
V&S Publishers,Unknown,contact@vspublishers.com
ReadersMagnet,Unknown,contact@readersmagnet.com
H.M. Stationery Off.,Unknown,contact@hmstationeryoff.com
Cannon Publishing,Unknown,contact@cannonpublishing.com
Dike Verlag AG,Unknown,contact@dikeverlagag.com
C.T.H.S.,Unknown,contact@cths.com
Eudeba,Unknown,contact@eudeba.com
Beauty Has Wings,Unknown,contact@beautyhaswings.com
Listening Library,Unknown,contact@listeninglibrary.com
Maryland Historical Society,Unknown,contact@marylandhistoricalsociety.com
Boyds Mills Pr,Unknown,contact@boydsmillspr.com
Aventine Press,Unknown,contact@aventinepress.com
Cheng & Tsui,Unknown,contact@chengtsui.com
Blackberry: Salted in the Shell,Unknown,contact@blackberrysaltedintheshell.com
Stationery Office Books (TSO),Unknown,contact@stationeryofficebookstso.com
Fawcett Books,Unknown,contact@fawcettbooks.com
Walker Books,Unknown,contact@walkerbooks.com
Robert Rose,Unknown,contact@robertrose.com
Usborne Books,Unknown,contact@usbornebooks.com
distributed by Green Hill Publishers,Unknown,contact@distributedbygreenhillpublishers.com
Bounty Books,Unknown,contact@bountybooks.com
Center for Learning,Unknown,contact@centerforlearning.com
Virtualbookworm.com Publishing,Unknown,contact@virtualbookwormcompublishing.com
Butzon & Bercker,Unknown,contact@butzonbercker.com
Editorial Pax Mexico,Unknown,contact@editorialpaxmexico.com
Pennwell Corp,Unknown,contact@pennwellcorp.com
Universidad Tecnológica de Pereira  Facultad de Ciencias Ambientales,Unknown,contact@universidadtecnologicadepereirafacultaddecienciasambientales.com
Zhongguo zheng fa da xue chu ban she,Unknown,contact@zhongguozhengfadaxuechubanshe.com
CACI Information Services in association with NTC Publications,Unknown,contact@caciinformationservicesinassociationwithntcpublications.com
Fabrique,Unknown,contact@fabrique.com
Liber,Unknown,contact@liber.com
Royal Horticultural Society,Unknown,contact@royalhorticulturalsociety.com
Futura,Unknown,contact@futura.com
Adams Media,Unknown,contact@adamsmedia.com
History Press,Unknown,contact@historypress.com
Red and Black Publishers,Unknown,contact@redandblackpublishers.com
Osprey Pub.,Unknown,contact@ospreypub.com
Paulsen,Unknown,contact@paulsen.com
Fundación F. Largo Caballero,Unknown,contact@fundacinflargocaballero.com
BBC,Unknown,contact@bbc.com
Lonely Planet,Unknown,contact@lonelyplanet.com
SCAvery Publishing,Unknown,contact@scaverypublishing.com
Qun yan chu ban she,Unknown,contact@qunyanchubanshe.com
Inhabit Education,Unknown,contact@inhabiteducation.com
Riverbank Traders,Unknown,contact@riverbanktraders.com
Verlag Orac,Unknown,contact@verlagorac.com
Giunti,Unknown,contact@giunti.com
Nesil,Unknown,contact@nesil.com
Wuhan li gong da xue chu ban she,Unknown,contact@wuhanligongdaxuechubanshe.com
Vyd-vo NPU imeni M. P. Drahomanova,Unknown,contact@vydvonpuimenimpdrahomanova.com
Arab Research Centre,Unknown,contact@arabresearchcentre.com
Towers of Light Christian Res,Unknown,contact@towersoflightchristianres.com
Jade Publishing,Unknown,contact@jadepublishing.com
New Island,Unknown,contact@newisland.com
HarperCollins Christian Publishing,Unknown,contact@harpercollinschristianpublishing.com
TechScribes  Incorporated,Unknown,contact@techscribesincorporated.com
Severn House Publishers  Limited,Unknown,contact@severnhousepublisherslimited.com
Diversity Information Resources,Unknown,contact@diversityinformationresources.com
David & Charles Publishers,Unknown,contact@davidcharlespublishers.com
Second Arrow Well-Being  LLC,Unknown,contact@secondarrowwellbeingllc.com
Cenage Learning,Unknown,contact@cenagelearning.com
Lincom GmbH,Unknown,contact@lincomgmbh.com
The Walt Disney Company and Magazines Publicor Canada Inc.,Unknown,contact@thewaltdisneycompanyandmagazinespublicorcanadainc.com
Tot Lot Books,Unknown,contact@totlotbooks.com
Sintesis,Unknown,contact@sintesis.com
Editorial Altamar,Unknown,contact@editorialaltamar.com
English Press,Unknown,contact@englishpress.com
Press Americana,Unknown,contact@pressamericana.com
Fresh Ink Group,Unknown,contact@freshinkgroup.com
Owsinski Media Group  Bobby,Unknown,contact@owsinskimediagroupbobby.com
Charles Antoni L'Originel,Unknown,contact@charlesantoniloriginel.com
Northern Press Inc.,Unknown,contact@northernpressinc.com
Meltemi,Unknown,contact@meltemi.com
OPUS Editorial Private Limited,Unknown,contact@opuseditorialprivatelimited.com
Anderson Publishers,Unknown,contact@andersonpublishers.com
Humanities Pr,Unknown,contact@humanitiespr.com
Hacker Art Books U.S.,Unknown,contact@hackerartbooksus.com
Banff Centre Press,Unknown,contact@banffcentrepress.com
Self Published,Unknown,contact@selfpublished.com
Llumina Press,Unknown,contact@lluminapress.com
Rowohlt Tb.,Unknown,contact@rowohlttb.com
Blackstone Audio Inc.,Unknown,contact@blackstoneaudioinc.com
Addison Wesley Longman  Ltd. (United Kingdom),Unknown,contact@addisonwesleylongmanltdunitedkingdom.com
Ignatius Press U.S.,Unknown,contact@ignatiuspressus.com
Jesse Stuart Foundation,Unknown,contact@jessestuartfoundation.com
White Stone Press,Unknown,contact@whitestonepress.com
Covenant Communications,Unknown,contact@covenantcommunications.com
Smith/Doorstop Books,Unknown,contact@smithdoorstopbooks.com
Outskirts Press,Unknown,contact@outskirtspress.com
R. Laffont,Unknown,contact@rlaffont.com
"Nauka " Sibirskoe otd-nie,Unknown,contact@naukasibirskoeotdnie.com
